ExperimentName,Subject,Session,Age,Clock.Information,Display.RefreshRate,Group,RandomSeed,SessionDate,SessionTime,SessionTimeUtc,Sex,Block,Procedure[Block],Running[Block],Sound1,Sound2,SpeakerList,SpeakerList.Cycle,SpeakerList.Sample,SpeakerNumber,Trial,Decision.ACC[Trial],Decision.CRESP[Trial],Decision.DurationError[Trial],Decision.OnsetDelay[Trial],Decision.OnsetTime[Trial],Decision.RESP[Trial],Decision.RT[Trial],Decision.RTTime[Trial],Procedure[Trial],RandomizeSound,Running[Trial],SecondSenarioList,SecondSenarioList.Cycle,SecondSenarioList.Sample,SenarioList,SenarioList.Cycle,SenarioList.Sample,SenarioNumber,SoundFile,SoundFile2,SoundStim
PolitenessJapanese_Perception,9,1,20,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2016-04-22T20:35:21Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2857431</Frequency><Timestamp dt:dt=""r8"">2077209034806</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2016-04-22T20:35:21Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.002,Native Japanese Speaker,-1554578449,22/04/16,13:35:21,__ 8:35:21,female,3,Blockproc,SpeakerList,,,2,1,1,2,1,0,,-999999,31,379779,2,374,380153,SenarioProc,1,SenarioList,,,,6,1,1,6,2_6_cas.wav,2_6_pol.wav,2_6_cas.wav
PolitenessJapanese_Perception,9,1,20,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2016-04-22T20:35:21Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2857431</Frequency><Timestamp dt:dt=""r8"">2077209034806</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2016-04-22T20:35:21Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.002,Native Japanese Speaker,-1554578449,22/04/16,13:35:21,__ 8:35:21,female,3,Blockproc,SpeakerList,,,2,1,1,2,2,0,,-999999,31,385629,1,636,386265,SenarioProc,2,SenarioList,,,,9,1,2,9,2_9_pol.wav,2_9_cas.wav,2_9_pol.wav
PolitenessJapanese_Perception,9,1,20,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2016-04-22T20:35:21Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2857431</Frequency><Timestamp dt:dt=""r8"">2077209034806</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2016-04-22T20:35:21Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.002,Native Japanese Speaker,-1554578449,22/04/16,13:35:21,__ 8:35:21,female,3,Blockproc,SpeakerList,,,2,1,1,2,3,0,,-999999,31,392679,2,1218,393897,SenarioProc,2,SenarioList,,,,8,1,3,8,2_8_pol.wav,2_8_cas.wav,2_8_pol.wav
PolitenessJapanese_Perception,9,1,20,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2016-04-22T20:35:21Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2857431</Frequency><Timestamp dt:dt=""r8"">2077209034806</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2016-04-22T20:35:21Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.002,Native Japanese Speaker,-1554578449,22/04/16,13:35:21,__ 8:35:21,female,3,Blockproc,SpeakerList,,,2,1,1,2,4,0,,-999999,34,399312,1,585,399897,SenarioProc,2,SenarioList,,,,2,1,4,2,2_2_pol.wav,2_2_cas.wav,2_2_pol.wav
PolitenessJapanese_Perception,9,1,20,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2016-04-22T20:35:21Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2857431</Frequency><Timestamp dt:dt=""r8"">2077209034806</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2016-04-22T20:35:21Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.002,Native Japanese Speaker,-1554578449,22/04/16,13:35:21,__ 8:35:21,female,3,Blockproc,SpeakerList,,,2,1,1,2,5,0,,-999999,43,406912,2,721,407633,SenarioProc,1,SenarioList,,,,4,1,5,4,2_4_cas.wav,2_4_pol.wav,2_4_cas.wav
PolitenessJapanese_Perception,9,1,20,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2016-04-22T20:35:21Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2857431</Frequency><Timestamp dt:dt=""r8"">2077209034806</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2016-04-22T20:35:21Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.002,Native Japanese Speaker,-1554578449,22/04/16,13:35:21,__ 8:35:21,female,3,Blockproc,SpeakerList,,,2,1,1,2,6,0,,-999999,44,412812,1,309,413121,SenarioProc,2,SenarioList,,,,7,1,6,7,2_7_pol.wav,2_7_cas.wav,2_7_pol.wav
PolitenessJapanese_Perception,9,1,20,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2016-04-22T20:35:21Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2857431</Frequency><Timestamp dt:dt=""r8"">2077209034806</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2016-04-22T20:35:21Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.002,Native Japanese Speaker,-1554578449,22/04/16,13:35:21,__ 8:35:21,female,3,Blockproc,SpeakerList,,,2,1,1,2,7,0,,-999999,40,418828,2,461,419289,SenarioProc,1,SenarioList,,,,3,1,7,3,2_3_cas.wav,2_3_pol.wav,2_3_cas.wav
PolitenessJapanese_Perception,9,1,20,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2016-04-22T20:35:21Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2857431</Frequency><Timestamp dt:dt=""r8"">2077209034806</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2016-04-22T20:35:21Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.002,Native Japanese Speaker,-1554578449,22/04/16,13:35:21,__ 8:35:21,female,3,Blockproc,SpeakerList,,,2,1,1,2,8,0,,-999999,30,424328,2,249,424577,SenarioProc,1,SenarioList,,,,10,1,8,10,2_10_cas.wav,2_10_pol.wav,2_10_cas.wav
PolitenessJapanese_Perception,9,1,20,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2016-04-22T20:35:21Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2857431</Frequency><Timestamp dt:dt=""r8"">2077209034806</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2016-04-22T20:35:21Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.002,Native Japanese Speaker,-1554578449,22/04/16,13:35:21,__ 8:35:21,female,3,Blockproc,SpeakerList,,,2,1,1,2,9,0,,-999999,36,430444,2,437,430881,SenarioProc,2,SenarioList,,,,5,1,9,5,2_5_pol.wav,2_5_cas.wav,2_5_pol.wav
PolitenessJapanese_Perception,9,1,20,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2016-04-22T20:35:21Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2857431</Frequency><Timestamp dt:dt=""r8"">2077209034806</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2016-04-22T20:35:21Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.002,Native Japanese Speaker,-1554578449,22/04/16,13:35:21,__ 8:35:21,female,3,Blockproc,SpeakerList,,,2,1,1,2,10,0,,-999999,33,436261,2,308,436569,SenarioProc,1,SenarioList,,,,1,1,10,1,2_1_cas.wav,2_1_pol.wav,2_1_cas.wav
