ExperimentName,Subject,Session,Age,Clock.Information,Display.RefreshRate,Group,RandomSeed,SessionDate,SessionTime,SessionTimeUtc,Sex,Block,Procedure[Block],Running[Block],Sound1,Sound2,SpeakerList,SpeakerList.Cycle,SpeakerList.Sample,SpeakerNumber,Trial,Decision.ACC[Trial],Decision.CRESP[Trial],Decision.DurationError[Trial],Decision.OnsetDelay[Trial],Decision.OnsetTime[Trial],Decision.RESP[Trial],Decision.RT[Trial],Decision.RTTime[Trial],Procedure[Trial],RandomizeSound,Running[Trial],SecondSenarioList,SecondSenarioList.Cycle,SecondSenarioList.Sample,SenarioList,SenarioList.Cycle,SenarioList.Sample,SenarioNumber,SoundFile,SoundFile2,SoundStim
PolitenessJapanese_Perception,9,1,20,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2016-04-22T20:35:21Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2857431</Frequency><Timestamp dt:dt=""r8"">2077209034806</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2016-04-22T20:35:21Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.002,Native Japanese Speaker,-1554578449,22/04/16,13:35:21,__ 8:35:21,female,3,Blockproc,SpeakerList,,,2,1,1,2,11,0,,-999999,36,441644,2,493,442137,SoundProc,,SecondSenarioList,10,2,1,,,,10,2_10_pol.wav,2_10_cas.wav,
PolitenessJapanese_Perception,9,1,20,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2016-04-22T20:35:21Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2857431</Frequency><Timestamp dt:dt=""r8"">2077209034806</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2016-04-22T20:35:21Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.002,Native Japanese Speaker,-1554578449,22/04/16,13:35:21,__ 8:35:21,female,3,Blockproc,SpeakerList,,,2,1,1,2,12,0,,-999999,28,446777,1,880,447657,SoundProc,,SecondSenarioList,6,2,2,,,,6,2_6_pol.wav,2_6_cas.wav,
PolitenessJapanese_Perception,9,1,20,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2016-04-22T20:35:21Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2857431</Frequency><Timestamp dt:dt=""r8"">2077209034806</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2016-04-22T20:35:21Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.002,Native Japanese Speaker,-1554578449,22/04/16,13:35:21,__ 8:35:21,female,3,Blockproc,SpeakerList,,,2,1,1,2,13,0,,-999999,42,453110,2,1530,454640,SoundProc,,SecondSenarioList,9,2,3,,,,9,2_9_cas.wav,2_9_pol.wav,
PolitenessJapanese_Perception,9,1,20,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2016-04-22T20:35:21Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2857431</Frequency><Timestamp dt:dt=""r8"">2077209034806</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2016-04-22T20:35:21Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.002,Native Japanese Speaker,-1554578449,22/04/16,13:35:21,__ 8:35:21,female,3,Blockproc,SpeakerList,,,2,1,1,2,14,0,,-999999,29,460977,1,335,461312,SoundProc,,SecondSenarioList,8,2,4,,,,8,2_8_cas.wav,2_8_pol.wav,
PolitenessJapanese_Perception,9,1,20,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2016-04-22T20:35:21Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2857431</Frequency><Timestamp dt:dt=""r8"">2077209034806</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2016-04-22T20:35:21Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.002,Native Japanese Speaker,-1554578449,22/04/16,13:35:21,__ 8:35:21,female,3,Blockproc,SpeakerList,,,2,1,1,2,15,0,,-999999,33,468210,1,1624,469834,SoundProc,,SecondSenarioList,4,2,5,,,,4,2_4_pol.wav,2_4_cas.wav,
PolitenessJapanese_Perception,9,1,20,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2016-04-22T20:35:21Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2857431</Frequency><Timestamp dt:dt=""r8"">2077209034806</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2016-04-22T20:35:21Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.002,Native Japanese Speaker,-1554578449,22/04/16,13:35:21,__ 8:35:21,female,3,Blockproc,SpeakerList,,,2,1,1,2,16,0,,-999999,36,475243,2,413,475656,SoundProc,,SecondSenarioList,2,2,6,,,,2,2_2_cas.wav,2_2_pol.wav,
PolitenessJapanese_Perception,9,1,20,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2016-04-22T20:35:21Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2857431</Frequency><Timestamp dt:dt=""r8"">2077209034806</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2016-04-22T20:35:21Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.002,Native Japanese Speaker,-1554578449,22/04/16,13:35:21,__ 8:35:21,female,3,Blockproc,SpeakerList,,,2,1,1,2,17,0,,-999999,43,480810,2,374,481184,SoundProc,,SecondSenarioList,7,2,7,,,,7,2_7_cas.wav,2_7_pol.wav,
PolitenessJapanese_Perception,9,1,20,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2016-04-22T20:35:21Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2857431</Frequency><Timestamp dt:dt=""r8"">2077209034806</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2016-04-22T20:35:21Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.002,Native Japanese Speaker,-1554578449,22/04/16,13:35:21,__ 8:35:21,female,3,Blockproc,SpeakerList,,,2,1,1,2,18,0,,-999999,32,487009,2,927,487936,SoundProc,,SecondSenarioList,5,2,8,,,,5,2_5_cas.wav,2_5_pol.wav,
PolitenessJapanese_Perception,9,1,20,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2016-04-22T20:35:21Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2857431</Frequency><Timestamp dt:dt=""r8"">2077209034806</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2016-04-22T20:35:21Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.002,Native Japanese Speaker,-1554578449,22/04/16,13:35:21,__ 8:35:21,female,3,Blockproc,SpeakerList,,,2,1,1,2,19,0,,-999999,42,493609,1,383,493992,SoundProc,,SecondSenarioList,3,2,9,,,,3,2_3_pol.wav,2_3_cas.wav,
PolitenessJapanese_Perception,9,1,20,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2016-04-22T20:35:21Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2857431</Frequency><Timestamp dt:dt=""r8"">2077209034806</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2016-04-22T20:35:21Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.002,Native Japanese Speaker,-1554578449,22/04/16,13:35:21,__ 8:35:21,female,3,Blockproc,SpeakerList,,,2,1,1,2,20,0,,-999999,35,499342,1,330,499672,SoundProc,,SecondSenarioList,1,2,10,,,,1,2_1_pol.wav,2_1_cas.wav,
PolitenessJapanese_Perception,9,1,20,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2016-04-22T20:35:21Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2857431</Frequency><Timestamp dt:dt=""r8"">2077209034806</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2016-04-22T20:35:21Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.002,Native Japanese Speaker,-1554578449,22/04/16,13:35:21,__ 8:35:21,female,4,Blockproc,SpeakerList,,,5,1,2,10,1,0,,-999999,38,510675,1,949,511624,SenarioProc,2,SenarioList,,,,1,2,11,1,10_1_pol.wav,10_1_cas.wav,10_1_pol.wav
PolitenessJapanese_Perception,9,1,20,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2016-04-22T20:35:21Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2857431</Frequency><Timestamp dt:dt=""r8"">2077209034806</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2016-04-22T20:35:21Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.002,Native Japanese Speaker,-1554578449,22/04/16,13:35:21,__ 8:35:21,female,4,Blockproc,SpeakerList,,,5,1,2,10,2,0,,-999999,35,516742,1,1066,517808,SenarioProc,1,SenarioList,,,,10,2,12,10,10_10_cas.wav,10_10_pol.wav,10_10_cas.wav
PolitenessJapanese_Perception,9,1,20,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2016-04-22T20:35:21Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2857431</Frequency><Timestamp dt:dt=""r8"">2077209034806</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2016-04-22T20:35:21Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.002,Native Japanese Speaker,-1554578449,22/04/16,13:35:21,__ 8:35:21,female,4,Blockproc,SpeakerList,,,5,1,2,10,3,0,,-999999,29,523508,1,564,524072,SenarioProc,2,SenarioList,,,,3,2,13,3,10_3_pol.wav,10_3_cas.wav,10_3_pol.wav
PolitenessJapanese_Perception,9,1,20,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2016-04-22T20:35:21Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2857431</Frequency><Timestamp dt:dt=""r8"">2077209034806</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2016-04-22T20:35:21Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.002,Native Japanese Speaker,-1554578449,22/04/16,13:35:21,__ 8:35:21,female,4,Blockproc,SpeakerList,,,5,1,2,10,4,0,,-999999,34,528891,1,997,529888,SenarioProc,2,SenarioList,,,,6,2,14,6,10_6_pol.wav,10_6_cas.wav,10_6_pol.wav
PolitenessJapanese_Perception,9,1,20,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2016-04-22T20:35:21Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2857431</Frequency><Timestamp dt:dt=""r8"">2077209034806</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2016-04-22T20:35:21Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.002,Native Japanese Speaker,-1554578449,22/04/16,13:35:21,__ 8:35:21,female,4,Blockproc,SpeakerList,,,5,1,2,10,5,0,,-999999,41,535608,2,640,536248,SenarioProc,2,SenarioList,,,,5,2,15,5,10_5_pol.wav,10_5_cas.wav,10_5_pol.wav
PolitenessJapanese_Perception,9,1,20,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2016-04-22T20:35:21Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2857431</Frequency><Timestamp dt:dt=""r8"">2077209034806</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2016-04-22T20:35:21Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.002,Native Japanese Speaker,-1554578449,22/04/16,13:35:21,__ 8:35:21,female,4,Blockproc,SpeakerList,,,5,1,2,10,6,0,,-999999,41,541508,1,804,542312,SenarioProc,2,SenarioList,,,,9,2,16,9,10_9_pol.wav,10_9_cas.wav,10_9_pol.wav
PolitenessJapanese_Perception,9,1,20,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2016-04-22T20:35:21Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2857431</Frequency><Timestamp dt:dt=""r8"">2077209034806</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2016-04-22T20:35:21Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.002,Native Japanese Speaker,-1554578449,22/04/16,13:35:21,__ 8:35:21,female,4,Blockproc,SpeakerList,,,5,1,2,10,7,0,,-999999,29,547307,1,389,547696,SenarioProc,1,SenarioList,,,,7,2,17,7,10_7_cas.wav,10_7_pol.wav,10_7_cas.wav
PolitenessJapanese_Perception,9,1,20,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2016-04-22T20:35:21Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2857431</Frequency><Timestamp dt:dt=""r8"">2077209034806</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2016-04-22T20:35:21Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.002,Native Japanese Speaker,-1554578449,22/04/16,13:35:21,__ 8:35:21,female,4,Blockproc,SpeakerList,,,5,1,2,10,8,0,,-999999,30,553707,2,381,554088,SenarioProc,1,SenarioList,,,,8,2,18,8,10_8_cas.wav,10_8_pol.wav,10_8_cas.wav
